Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
@Rondinely Leal;RondinelyLeal;2022-11-21 20:47:57+00:00;@10neto Sim... Depois de 2 derrotas põe a culpa nele e traz o Tite.... escreve aí;0;0;0;@10neto Yes... After 2 defeats, blame him and bring Tite... write it down;neg;0.2462206234581229;0.7537793765418763;negative;0.0;1.0;0.0;NEGATIVE;0.0025035738945007324;0.9974964261054993;0.03588968160673205;Negativo
Manoel Filho;ManoelFilhoMS;2022-11-21 19:29:54+00:00;_sp125 É  idiotice mesmo. Imagina se vou deixar de torcer só por saber que o tite é  lulista.;0;0;0;_sp125 It's really stupid. Imagine if I'm going to stop cheering just because I know Tite is a Lula.;neg;0.2135033511943707;0.7864966488056289;negative;0.01;0.78;0.21;NEGATIVE;0.0004380345344543457;0.9995619654655457;0.03633991718046848;Negativo
Lucas;noruzao;2022-11-22 00:54:35+00:00;Tite já deu algum sinal qual escalação vai ser contra Sérvia?;0;0;0;Has Tite given any sign which lineup will be against Serbia?;neg;0.2541016458466283;0.7458983541533728;neutral;0.0;0.01;0.98;NEGATIVE;0.00036215782165527344;0.9996378421783447;0.03640370878427698;Negativo
El_ JalveSilva🇾🇪;328Ochoa;2022-11-21 17:23:56+00:00;" 7 Seleção unida um caralho.

Vai tomar no 👉🏾👌🏾 quem acha isso.

Chutar o saco do Neymar acerta a boca do Richarlyson, Tite, Daniel Alves
Seleção Panelinha.
 
Gabigol,  Duda, Scarpa, era pra ser convocados. Fagner ou  Marcos R  no lugar desse velho, era pra tá nessa porra.";0;0;0;"7 Selection united a fuck.

Go take the 👉🏾👌🏾 who thinks that.

Kicking Neymar's balls hits Richarlyson, Tite, Daniel Alves in the mouth
Panel selection.
 
Gabigol, Duda, Scarpa, they were supposed to be summoned. Fagner or Marcos R instead of that old man, he was supposed to be in this shit.";neg;0.2155180024022376;0.7844819975977647;negative;0.01;0.97;0.03;NEGATIVE;5,16E+10;0.9999483823776245;0.03651731966385551;Negativo
UOL Esporte;UOLEsporte;2022-11-21 22:14:50+00:00;"Colunistas do UOL detonam termo 'Rec 5' de Tite: ""é uma bobagem"" FIFAWorldCup Qatar2022 ";0;11;1;"UOL columnists detonate Tite's term 'Rec 5': ""it's nonsense"" FIFAWorldCup Qatar2022";neg;0.2533745781777281;0.7466254218222728;negative;0.0;0.94;0.06;NEGATIVE;0.0018156170845031738;0.9981843829154968;0.036715116049533494;Negativo
rn do 7;rnxxzt;2022-11-21 18:20:00+00:00;7n nem se o tite me convocasse;0;1;0;7n not even if tite summoned me;neg;0.0946704296284942;0.9053295703715052;neutral;0.04;0.08;0.89;NEGATIVE;0.0018620491027832031;0.9981379508972168;0.03691350397629437;Negativo
Antonio Norberto;AnorbertoJr;2022-11-21 15:59:41+00:00; No meu time tem um jogador que seria titular na seleção brasileira, mas nós 6 anos de Tite ele não o aproveitou, mesmo voando! ;0;3;0;In my team there is a player who would be a starter in the Brazilian national team, but in Tite's 6 years he didn't take advantage of it, even flying!;neg;0.0892678020677088;0.9107321979322908;neutral;0.04;0.2;0.76;NEGATIVE;0.005763351917266846;0.9942366480827332;0.03725635798603465;Negativo
UOL;UOL;2022-11-21 20:32:23+00:00;Vídeo: O que a parede da sala de Tite mostra sobre o treinador da seleção? FIFAWorldCup Qatar2022 ;0;5;0;Video: What does the wall in Tite's room show about the national team coach? FIFAWorldCup Qatar2022;neg;0.2614601333315059;0.7385398666684935;neutral;0.0;0.0;1.0;NEGATIVE;0.0011702179908752441;0.9988297820091248;0.037685795616179484;Negativo
UOL Esporte;UOLEsporte;2022-11-21 20:29:35+00:00;Vídeo: O que a parede da sala de Tite mostra sobre o treinador da seleção? FIFAWorldCup Qatar2022 ;0;5;0;Video: What does the wall in Tite's room show about the national team coach? FIFAWorldCup Qatar2022;neg;0.2614601333315059;0.7385398666684935;neutral;0.0;0.0;1.0;NEGATIVE;0.0011702179908752441;0.9988297820091248;0.037685795616179484;Negativo
Samuel🌇;Samuel15883626;2022-11-21 23:36:26+00:00;Kkkkkkkkkkk Tem nem dois meses que vcs estavam jurando que o Tite não faria isso, etc, etc Kk Tite não deu um indicativo qualquer de que o Vini vai ser titular. Seleção classificada e ele jogando com Paquetá de ponta esquerda ;0;0;0;Kkkkkkkkkkk It's not even been two months since you guys were swearing that Tite wouldn't do that, etc, etc Kk Tite didn't give any indication that Vini will be in the starting line-up. Classified team and him playing with Paquetá on the left wing;neg;0.2633540293110337;0.7366459706889649;negative;0.0;0.64;0.36;NEGATIVE;0.0003045797348022461;0.9996954202651978;0.037709026968662594;Negativo
Gazeta Esportiva;gazetaesportiva;2022-11-21 16:10:00+00:00;"Tite libera apenas 20 minutos em treino do Brasil que deve iniciar esboço da escalação

Via:  CopaNaGazeta

";0;1;0;"Tite frees up just 20 minutes in training with Brazil, which should start sketching the lineup

Via: CopaNaGazeta";neg;0.1490957450921088;0.8509042549078907;neutral;0.02;0.08;0.9;NEGATIVE;0.017461299896240234;0.9825387001037598;0.03771690641208418;Negativo
RadarSul.Net;RadarSulNet;2022-11-21 15:57:10+00:00;Tite libera apenas 20 minutos em treino do Brasil que deve iniciar esboço da escalação ;0;0;0;Tite frees up just 20 minutes in training with Brazil, which should start sketching the lineup;neg;0.0874874078065151;0.9125125921934844;neutral;0.03;0.17;0.8;NEGATIVE;0.029889583587646484;0.9701104164123535;0.03818093928311544;Negativo
Mr. E.T. 🇧🇷🇨🇦;The1MrET;2022-11-21 15:30:55+00:00;8 14110676  Se a maioria do time fizer isso, Tite não vai ter opção de não escalar.;0;1;0;8 14110676 If the majority of the team does this, Tite will not have the option of not climbing.;neg;0.2668329706196437;0.7331670293803572;neutral;0.0;0.02;0.98;NEGATIVE;0.0010868310928344727;0.9989131689071655;0.038429518972187514;Negativo
phfxp22 ★彡;ph_fxp22;2022-11-22 00:49:17+00:00;@1997ze O craque q fez 1 gol no 7x1 do TOLIMA? Esse foi injustiçado o Tite não convocar ele foi um crime quase  KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;0;0;0;@1997ze O craque q fez 1 gol no 7x1 do TOLIMA? Esse foi injusticado o Tite não convocar ele foi um crime quase;neg;0.2732558139534881;0.7267441860465116;negative;0.0;1.0;0.0;NEGATIVE;0.00017338991165161133;0.9998266100883484;0.0390860848252559;Negativo
Martinhocezar;martinhocezar;2022-11-21 17:57:29+00:00;"Tite libera apenas 20 minutos em treino do Brasil que deve iniciar esboço da escalação via . Leia aqui:

";0;0;0;Tite releases only 20 minutes in training for Brazil, which should start sketching the lineup via . Read here:;neg;0.1467773749681106;0.8532226250318887;neutral;0.03;0.03;0.94;NEGATIVE;0.0038661956787109375;0.9961338043212891;0.0392156809036475;Negativo
Martinhocezar;martinhocezar;2022-11-21 16:14:36+00:00;"Tite libera apenas 20 minutos em treino do Brasil que deve iniciar esboço da escalação via . Leia aqui:

";0;0;0;Tite releases only 20 minutes in training for Brazil, which should start sketching the lineup via . Read here:;neg;0.1467773749681106;0.8532226250318887;neutral;0.03;0.03;0.94;NEGATIVE;0.0038661956787109375;0.9961338043212891;0.0392156809036475;Negativo
DG;Dyegoher;2022-11-21 21:47:50+00:00;_SJ Se tivesse se preparado tite tinha te convocado deu mole pow;0;0;0;_SJ If you had prepared yourself, I would have summoned you, it was soft pow;neg;0.2362462111209184;0.7637537888790829;neutral;0.01;0.02;0.97;NEGATIVE;0.002266407012939453;0.9977335929870605;0.04011128930668533;Negativo
Manoel Fernandes 🏳️‍🌈✊🏾;manoelfers;2022-11-21 19:32:27+00:00;Toda vez essa palhaçada? Tite demite logo essa coisa ai ;0;2;0;Every time this joke? Tite fires this thing soon;neg;0.280084384347599;0.7199156156524018;negative;0.0;0.78;0.22;NEGATIVE;0.0003891587257385254;0.9996108412742615;0.040123243114153724;Negativo
advogado do breaking bad;carlinhusbar;2022-11-21 17:20:42+00:00;A não ser que o tite faça aquela escalação mais ofensiva q fez contra gana;0;0;0;Unless tite makes that more offensive lineup he made against ghana;neg;0.2740543341841997;0.7259456658158014;negative;0.0;0.95;0.05;NEGATIVE;0.005076706409454346;0.9949232935905457;0.04060110671472977;Negativo
PORCOHEAD;josecairo10;2022-11-21 23:05:46+00:00; BRASIL. o tite é um lixo;0;0;0;BRAZIL. tite is trash;neg;0.2848314606741571;0.7151685393258423;negative;0.0;0.98;0.02;NEGATIVE;0.00035309791564941406;0.9996469020843506;0.040791093786493704;Negativo
estephany ᶜʳᶠ;EstephanyFenty_;2022-11-22 01:25:09+00:00; Tite vai meter sem lubrificante no cu da Sérvia;0;0;0;Tite will put no lubricant in Serbia's ass;neg;0.1528239312764581;0.8471760687235412;neutral;0.03;0.01;0.97;NEGATIVE;0.006891846656799316;0.9931081533432007;0.0409439463700081;Negativo
🇪 🇩 🇸 🇴 🇳 🇯 🇷 -;edsonhajr;2022-11-21 20:38:40+00:00;CopaDoMundoFIFA2022 Esses jogos de fase de grupos dessa Copa está parece jogos da segunda divisão estadual. Aff. Imagina o jogo da seleção brasileira com essa equipe do Tite parece meninos do buchão... querem ser o que a folhinha não marca antes da hora. Vai ser uma vergonha!;0;0;0;FIFAWorld Cup2022 These group stage games of this Cup are similar to second division state games. Aff. Imagine the match between the Brazilian team and Tite's team, they look like big boys... they want to be what the leaf doesn't say before the time. It will be a shame!;neg;0.0804736131845834;0.9195263868154168;negative;0.0;1.0;0.0;NEGATIVE;0.10405820608139038;0.8959417939186096;0.04122714647819488;Negativo
mia colucci sapata;geromzl;2022-11-21 16:58:02+00:00;eu nunca vou entender esse ódio do tite pelo vini bah chega ser ridículo ;0;0;0;I will never understand Tite's hatred for Vini Bah is ridiculous enough;neg;0.2857499679266932;0.7142500320733077;negative;0.0;1.0;0.0;NEGATIVE;0.003068685531616211;0.9969313144683838;0.04169819128427509;Negativo
robertoalmeidaperes;roberto19355624;2022-11-21 22:48:56+00:00;5  Culpa do tite e do Neymar!!!;0;0;0;5 Blame it on Tite and Neymar!!!;neg;0.2848101265822784;0.7151898734177214;negative;0.0;0.99;0.01;NEGATIVE;0.003565073013305664;0.9964349269866943;0.04170575322984139;Negativo
Leo Avelar ¹³;leoavelargalo13;2022-11-22 01:17:45+00:00;Bora escalar um time ofensivo Tite. O mundo da bola precisa voltar a tremer pro Brasil;0;0;0;Let's climb a Tite offensive team. The football world needs to shake again for Brazil;neg;0.0383702969239485;0.9616297030760528;negative;0.06;0.92;0.02;NEGATIVE;0.00878053903579712;0.9912194609642029;0.04227591071364896;Negativo
Mari;maryjuana2108;2022-11-21 18:21:34+00:00;3 _lett74  Acho que você devia ir chorar pro Tite por não ter convocado o seu Gabi-ego-inflado, porque espero que ao menos você entenda de futebol, já que seu conhecimento do que é direita/esquerda já se provou fraco.;0;12;0;3 _lett74 I think you should go cry to Tite for not having called up your inflated-ego Gabi, because I hope that at least you understand football, as your knowledge of what is right/left has already proved to be weak.;neg;0.2682164137801139;0.731783586219884;negative;0.0;1.0;0.0;NEGATIVE;0.014569640159606934;0.9854303598403931;0.042479384871332536;Negativo
João Holanda;joaoholanda1000;2022-11-22 01:32:53+00:00;"2 Sem contar que com a outra escalacao o Tite acaba subaproveitando 2 jogadores:

- Fred, que passa a jogar entrelinhas

- Paquetá, que passa a ter que, em muitos momentos, esperar aberto a pé natural pra depois ir pra dentro. Pior fase da carreira dele foi exercendo essa função.";0;1;0;"2 Not to mention that with the other lineup, Tite ends up underusing 2 players:

- Fred, who starts to play between the lines

- Paquetá, which now has to, in many moments, wait open on natural foot and then go inside. Worst phase of his career was performing this role.";neg;0.2979439569872412;0.702056043012755;negative;0.0;1.0;0.0;NEGATIVE;1,05E+10;0.9999895095825195;0.04256641968888602;Negativo
O Corinthiano;mafmjf;2022-11-21 21:19:58+00:00;Vc é chato demais tá Loko. Já foi cara. O cara já está lá . Vc fala por aqui mas não fala na cara dos caras . Vc q sempre coloca nota dos Gaviões qdo convém c o q pensa , pq não colocou o apoio ao Lado dessa vez ? Falar q o Tite vem no lugar dele ??? Parece q não conhece o Tite ;0;0;0;You're too boring, you're Loko. It was expensive. The guy is already there. You talk around here but don't talk to the faces of the guys. You who always put a Gavião note when it suits what you think, why didn't you put support on the side this time? To say that Tite is coming in his place??? Looks like you don't know Tite;neg;0.1010608388486231;0.8989391611513784;negative;0.05;0.93;0.02;NEGATIVE;4,97E+10;0.9999502897262573;0.043022894199444064;Negativo
José Filho;z_filho10;2022-11-21 23:49:38+00:00;Opniao impopular (ou talvez não) Tite devia ter levado Scarpa ao invés de Bruno Guimarães;0;0;0;Unpopular opinion (or maybe not) Tite should have taken Scarpa instead of Bruno Guimarães;neg;0.2600355019479766;0.7399644980520242;negative;0.01;0.99;0.0;NEGATIVE;0.0005980730056762695;0.9994019269943237;0.04303309256561844;Negativo
Gabriel;dev_barcelos777;2022-11-21 16:32:22+00:00; tbm, um monte de tecnicos ruins, e digo mais: a seleçao vai perder essa copa por causa do tite.;0;0;0;Also, a lot of bad technicians, and I'll say more: the selection will lose this cup because of tite.;neg;0.3036158000247957;0.6963841999752042;negative;0.0;1.0;0.0;NEGATIVE;9,66E+10;0.9999034404754639;0.04340127415340971;Negativo
Bry ANTIFA ✊🏼🏴🇧🇷🇪🇪;MacielBry;2022-11-21 20:12:32+00:00;"Mandei pra minha chefe um ""não fui convocado pelo Tite mas fui convocado pelos meus amigos""👍";0;3;0;"I sent my boss a ""I wasn't summoned by Tite but I was summoned by my friends""👍";neg;0.1402237802984822;0.8597762197015183;neutral;0.04;0.02;0.95;NEGATIVE;0.007607698440551758;0.9923923015594482;0.04506273959708367;Negativo
Magno Oliveira ͨ ͤ ͨ;magnojr96;2022-11-22 00:58:22+00:00;Se o Tite fizer isso, tô até com pena da Sérvia ;0;0;0;If Tite does this, I even feel sorry for Serbia;neg;0.2073801042960894;0.7926198957039098;negative;0.0;0.8;0.19;NEGATIVE;0.05772775411605835;0.9422722458839417;0.04611937321831516;Negativo
neca;Dvcrf7;2022-11-21 15:31:09+00:00;_Santoss Má fase… ta acostumado cm a panela do tite né irmão, onde se faz uma temporada horrível e é convocado;0;0;0;_Santoss Bad phase... you're used to tite's pot, brother, where you have a horrible season and you're called up;neg;0.2473526808937666;0.7526473191062314;negative;0.02;0.95;0.03;NEGATIVE;0.00012314319610595703;0.999876856803894;0.04679985246942551;Negativo
Lincoln Balbino;lincoln_balbino;2022-11-22 01:08:48+00:00;"g4bandsports  não adianta exigir alguma coisa dos jogadores... infelizmente eles não tem nem formação, nem preparo suficiente pra dar uma entrevista. Tá todo mundo ""em baixo da saia"" do Tite... A impressão é que falta liderança no elenco... qual a opinião de vcs?";0;0;0;"g4bandsports is no use demanding anything from the players... unfortunately they don't have enough training or preparation to give an interview. Everyone is ""under the skirt"" of Tite... The impression is that the cast lacks leadership... what is your opinion?";neg;0.334073604173041;0.6659263958269608;negative;0.0;1.0;0.0;NEGATIVE;9,47E+10;0.9999053478240967;0.047751844074978234;Negativo
Vinícius Morais;viniciusmor4is;2022-11-21 20:59:26+00:00; Então, ele n foi, to achando que o Tite esqueceu;0;0;0;So, he didn't go, I'm thinking that Tite forgot;neg;0.1060904701572437;0.8939095298427566;neutral;0.05;0.15;0.8;NEGATIVE;0.014173328876495361;0.9858266711235046;0.04777673255860492;Negativo
brayan🦅;brayansxte23;2022-11-21 18:45:27+00:00;_Alves109 1910   Acho difícil o tite vim e tirar o Lázaro de treinador, dps doq o neto falou acho que o tite não vem não hein;0;0;0;_Alves109 1910 I find it difficult Tite came and removed Lázaro as coach, after what the grandson said I don't think Tite won't come huh;neg;0.0929139345477318;0.9070860654522666;negative;0.02;0.95;0.03;NEGATIVE;0.08242082595825195;0.917579174041748;0.048250798066319385;Negativo
taldaova 3;Gabriel05534138;2022-11-21 18:11:55+00:00;sabendo agora que Pedro Guilherme é reserva e não titular, achei de péssimo tom, vou ligar pra Tite agora 😒😒;0;0;0;knowing now that Pedro Guilherme is a reserve and not a starter, I thought it was a bad tone, I'm going to call Tite now 😒😒;neg;0.3416429083840194;0.6583570916159825;negative;0.0;1.0;0.0;NEGATIVE;0.00011336803436279297;0.9998866319656372;0.04883852063610643;Negativo
