Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
wesley pereiraˢᵖᶠᶜ;jwp_______;2022-09-13 16:44:36+00:00; Não, aposentou de ser luva de pedreiro o melhor de todos graças a Deus pai. Agora ele vai ser só pedreiro mesmo;0;0;0;No, he retired from being a bricklayer's glove, the best of all, thank God the father. Now he's going to be just a bricklayer;pos;0.6688167464325048;0.3311832535674951;positive;0.96;0.01;0.02;POSITIVE;0.8702460527420044;0.1297539472579956;0.8927584074166448;Positivo
CostaSilvaaa;Costa51651029;2022-09-13 17:17:30+00:00;  Ivete tem seu xerox, simpático e talentoso...;0;3;0;Ivete has her xerox, friendly and talented...;neg;0.2911428723190418;0.7088571276809572;positive;0.99;0.0;0.01;POSITIVE;0.997307538986206;0.0026924610137939453;0.892251135755922;Positivo
Twan Brito;twanbrito;2022-09-13 21:35:31+00:00;86 Não acho juntos, mas entendo. O clube tem que aproveitar o engajamento dele, como o Vasco aproveitou o engajamento gerado pelo Luva de Pedreiro.;0;0;0;86 I don't think together, but I understand. The club has to take advantage of his engagement, as Vasco took advantage of the engagement generated by Luva de Pedreiro.;pos;0.7359476240229996;0.2640523759770017;positive;0.92;0.02;0.06;POSITIVE;0.9117026329040527;0.08829736709594727;0.8913361271187293;Positivo
Nathália;exnatang;2022-09-13 16:44:18+00:00;Ô  isso aí é a chuva que você pegou no rock in rio, fica de boa continue recebendo;0;0;0;Hey, that's the rain you caught in rock in rio, it's cool, keep getting it;neg;0.3032419917359298;0.6967580082640721;positive;0.98;0.01;0.01;POSITIVE;0.9978103041648865;0.0021896958351135254;0.8884089428665289;Positivo
maique santos✍️;maique06;2022-09-13 17:22:05+00:00;"Que Deus te ajude a decidir o melhor , tmjt luva 🫶🏽🙏🏽🙅🏽‍♂️
luvadepedreiro 
 ";0;3;0;"May God help you decide the best, tmjt glove 🫶🏽🙏🏽🙅🏽‍♂️
mason's glove";pos;0.5771655368143892;0.4228344631856113;positive;0.91;0.01;0.07;POSITIVE;0.9987572431564331;0.0012427568435668945;0.8878114318753222;Positivo
Lc;lcbarbosa97;2022-09-13 16:27:55+00:00;Tomara que o Luva de Pedreiro volte a ficar animado e volte com os vídeos.;0;1;0;I hope Glove de Pedreiro gets excited again and comes back with the videos.;pos;0.6129175162824491;0.3870824837175524;positive;0.9;0.02;0.09;POSITIVE;0.988175630569458;0.011824369430541992;0.8841812539173378;Positivo
🧙🏼‍♂️🐊 ( ⚔️🌲⚽);polemiquinhafp;2022-09-13 16:32:23+00:00;"Precisa e ir pra escola estudar
 isso sim 
O luva de pedreiro .

Descanse ..viva sua vida normal sem glamour feliz com sua familia ..e va ser feliz .";0;1;0;"Need and go to school to study
 that yes
The mason's glove.

Rest ..live your normal unglamorous life happy with your family ..and you will be happy .";pos;0.97242423712643;0.0275757628735684;positive;0.8;0.05;0.16;POSITIVE;0.9960576295852661;0.003942370414733887;0.8806484994709946;Positivo
EsquerDiva LULA Marques🚩🚩🚩🚩🚩🚩🚩;dizissima;2022-09-13 20:10:46+00:00;"Luva de Pedreiro: muito trabalho e doença fizeram influencer pausar 
Aproveita a chance de ganhar um dinheiro! ";0;0;0;"Mason's Glove: a lot of work and illness made the influencer pause
Take advantage of the chance to win some money!";pos;0.5620091156288828;0.4379908843711162;positive;0.95;0.01;0.04;POSITIVE;0.9011138677597046;0.09888613224029541;0.8806052644497561;Positivo
casinha;caskapunkk;2022-09-13 16:54:05+00:00;"luva de pedreiro encerra carreira como influenciador digital e anuncia sua nova carreira no rap como lil luva.
o ex influenciador já disponibilizou a data do seu ep de estreia “o melhor do mundo” contando com as faixas “obrigado pai” “receba” e “suuuuu”

confira na íntegra";0;4;2;"glova de mason ends his career as a digital influencer and announces his new career in rap as lil luva.
the former influencer has already made available the date of his debut ep ""the best in the world"" with the tracks ""thank you father"" ""receba"" and ""suuuu""

check it out in full";pos;0.7208233264217009;0.2791766735782992;positive;0.88;0.02;0.1;POSITIVE;0.9600396752357483;0.03996032476425171;0.8801289538418854;Positivo
Time Brasil;timebrasil;2022-09-13 23:43:44+00:00;"O legado do Luva de Pedreiro tá aí! 😍

Recebaaaaaaaaa! 🧤⚽️ ";1;138;3;"The legacy of the Mason Glove is here! 😍

Receive! 🧤⚽️";pos;0.5552903914122713;0.4447096085877299;positive;0.9;0.03;0.08;POSITIVE;0.9983009696006775;0.0016990303993225098;0.8788417615162324;Positivo
Flávio Silva De Lima 777;flaviofjv17;2022-09-13 17:11:07+00:00;_info Força e Melhoras ;0;0;0;_info Strength and Improvement;pos;0.7046703296703302;0.2953296703296705;positive;0.86;0.01;0.13;POSITIVE;0.9942525029182434;0.005747497081756592;0.8761679050724024;Positivo
Rubenval Mesquita;RubenvalMesq87;2022-09-13 18:16:16+00:00;  Tá certinho;0;0;0;It's right;pos;0.5505902192242832;0.4494097807757166;positive;0.9;0.03;0.07;POSITIVE;0.9857250452041626;0.014274954795837402;0.8745771870903727;Positivo
Rosangela sem acento;RosangelaGRP;2022-09-13 23:23:54+00:00;   Dá uns bons chutes aí e coloca no YouTube;0;0;0;Give it some good kicks and put it on YouTube;neg;0.2783655220294984;0.7216344779705012;positive;0.98;0.0;0.01;POSITIVE;0.9529277682304382;0.04707223176956177;0.8720315797843393;Positivo
Ze;z_scalabrin;2022-09-13 23:03:10+00:00;Sério queria muito saber o que esse luva de pedreiro influenciou nas pessoas;0;0;0;Seriously, I really wanted to know what this mason's glove influenced people;pos;0.5350863723515626;0.4649136276484368;positive;0.93;0.02;0.05;POSITIVE;0.9177283644676208;0.08227163553237915;0.870077585898115;Positivo
Leandro Guimarães;guimaraesleand_;2022-09-14 00:18:48+00:00;"""Graças a Deus pai ❤️valeu tropa""

Essas foram as palavras do Iran, vulgo . Às vezes, um passo atrás também é sabedoria. Toda sorte do mundo! ";0;0;0;"""Thank God father ❤️ thanks troop""

Those were the words of Iran, aka. Sometimes a step back is also wisdom. All the luck in the world!";pos;0.9046817730398862;0.095318226960111;positive;0.8;0.09;0.12;POSITIVE;0.9761146306991577;0.023885369300842285;0.8652730049197431;Positivo
JAIRBBISPO;JAIRBBISPO1;2022-09-13 18:41:10+00:00;  Sou baiano, e esse conterrâneo faz juz às suas raízes. Dormir é o melhor remédio.;0;14;0;I'm from Bahia, and this fellow countryman lives up to his roots. Sleep is the best medicine.;neg;0.3202182512914189;0.6797817487085815;positive;0.93;0.02;0.05;POSITIVE;0.999415397644043;0.0005846023559570312;0.8627212923685007;Positivo
William Jefferson;WillBlackmusic;2022-09-13 18:56:46+00:00;Luva de pedreiro agora que finalmente conseguiu uma boa grana, vai para de produzir conteudo, honrar os contratos assinados e agora viver a vida tranquila. fez o correto e se pudesse faria o mesmo;0;17;0;A bricklayer's glove, now that he's finally made some good money, he's going to stop producing content, honor the signed contracts and now live a quiet life. did the right thing and if i could i would do the same;pos;0.8986376167005715;0.1013623832994263;positive;0.9;0.05;0.05;POSITIVE;0.7684568762779236;0.23154312372207642;0.8622216241794884;Positivo
𝑀𝑜𝑎🤴🏾#BaileDaRoma 🇲🇰;Mlqmoa09;2022-09-14 00:39:18+00:00;Como diz: O luva de pedreiro, Eu sou inesquecível kkk 😅😜;0;0;0;As it says: The mason's glove, I'm unforgettable lol 😅😜;neg;0.2359917643486327;0.7640082356513683;positive;0.95;0.01;0.04;POSITIVE;0.9995322227478027;0.0004677772521972656;0.8621508871206054;Positivo
Rafael de Araújo;rafael96br;2022-09-14 00:28:30+00:00;Esse luva de pedreiro tá cheio de graça;0;1;0;This mason glove is full of grace;neg;0.3340813310373026;0.6659186689626971;positive;0.92;0.02;0.06;POSITIVE;0.9994377493858337;0.0005622506141662598;0.8589938328298529;Positivo
Leo Gregorio;leogregoriio_;2022-09-13 21:46:19+00:00;Antes para quem não o conhece, (quase impossível nos dias de hoje) Iran de Santana Alves ficou internacionalmente conhecido como LUVA DE PEDREIRO, após gravar seu vídeos mostrando seu talento no futebol nos campos de terra e com seu BORDÃO MAIS CONHECIDO: RECEEBAAA!🙏🏻;0;0;0;Before for those who don't know him, (almost impossible these days) Iran de Santana Alves became internationally known as LUVA DE PDREIRO, after recording his videos showing his talent in football on the dirt fields and with his MOST KNOWN BORDÃO: RECEBAAA!🙏 🏻;pos;0.9720914497427238;0.0279085502572736;positive;0.78;0.11;0.11;POSITIVE;0.9575430750846863;0.04245692491531372;0.8581682285588709;Positivo
Leo Profile;HugoLeof;2022-09-13 16:44:40+00:00;Luva de Pedreiro não quer perder quem ele é, a  sua essência, o jogo é sujo te entendo garoto, vá ser feliz sendo puro!!!! To fechado cntg;0;1;0;Mason Glove doesn't want to lose who he is, his essence, the game is dirty I understand you boy, go be happy being pure!!!! I'm closed cntg;pos;0.8761147087879136;0.123885291212085;positive;0.79;0.18;0.04;POSITIVE;0.9767088890075684;0.02329111099243164;0.8556474981147215;Positivo
Shiputnieks;shiputnieks;2022-09-13 23:37:25+00:00;" Luva de Pedreiro, tá se fazendo pra ver se leva mais uns likes! Kkkkkkk 
Essa é a influência que esse país merece, Receba !!!! Só que uma trolha na ampola retal !";0;0;0;"Mason Glove, it's being made to see if it gets a few more likes! Hahahahaha
This is the influence this country deserves, Receive!!!! Only a trowel in the rectal ampoule!";pos;0.8529808873497959;0.1470191126502035;positive;0.78;0.02;0.2;POSITIVE;0.9994890689849854;0.0005109310150146484;0.8531370036171095;Positivo
Sueli Ribeiro #IVT🎸;SueliRi99348373;2022-09-14 00:02:20+00:00;  Meus amores;0;0;0;My loves;pos;0.6234567901234569;0.3765432098765432;positive;0.84;0.03;0.12;POSITIVE;0.9848125576972961;0.015187442302703857;0.8504402722168641;Positivo
Mony Alves ⚖🇧🇷💚💛;MonyAlves10;2022-09-13 16:59:22+00:00;A simplicidade do Luva de Pedreiro me encanta! Difícil um ser humano assim nos dias de hoje.  Desejo toda felicidade do mundo pra ele! O importante é estar em paz!!!;0;16;2;I love the simplicity of Glova de Pedreiro! It's difficult for a human being like that these days. I wish him all the happiness in the world! The important thing is to be at peace!!!;pos;0.994124971958608;0.0058750280413915;mixed;0.74;0.23;0.03;POSITIVE;0.9973714351654053;0.0026285648345947266;0.8498382631842026;Positivo
belieber cansada;HeloisaBergami;2022-09-13 17:38:58+00:00;O mesmo vale para o Luva de Pedreiro. Mas isso pelo menos ajudou o menino a ter uma vida digna e uma carreira futebolística;0;0;0;The same goes for the Mason Glove. But that at least helped the boy to have a dignified life and a football career.;neg;0.4198415167930141;0.5801584832069872;positive;0.88;0.07;0.05;POSITIVE;0.9932816028594971;0.00671839714050293;0.846629246073144;Positivo
William;do_Will;2022-09-13 18:45:11+00:00;"Luva de Pedreiro ⬇️

🔃

Bora, Bill ⬆️";0;0;0;"Mason's Glove ⬇️

🔃

Come on, Bill ⬆️";neg;0.4995155077240787;0.5004844922759221;positive;0.86;0.03;0.1;POSITIVE;0.9904808402061462;0.00951915979385376;0.8457824554480531;Positivo
khalil;Khalifvcx;2022-09-13 17:37:25+00:00;anitta devolva a alegria do luva de pedreiro;0;3;0;anitta give back the bricklayer's glove joy;pos;0.7071869909107243;0.2928130090892744;positive;0.8;0.02;0.17;POSITIVE;0.9913217425346375;0.008678257465362549;0.8414043537114285;Positivo
Lucas 🦇;vlucasrocha;2022-09-13 16:32:23+00:00;" não tem nem um ano que ele ficou famoso e com certeza já mudou a vida da família

luva de pedreiro é um dos poucos brasileiros que vai poder se  ""aposentar""";0;106;0;"It hasn't even been a year since he became famous and he's certainly changed the family's life

glove de mason is one of the few Brazilians who will be able to ""retire""";pos;0.9570381186915584;0.042961881308442;positive;0.77;0.06;0.17;POSITIVE;0.9240393042564392;0.07596069574356079;0.8407309610292053;Positivo
Sweet P;SWEEET_PP;2022-09-13 17:39:12+00:00;Cara, eu nunca acompanhei tão de perto assim uma ascensão de alguém como o Luva de Pedreiro. O cara era humilde e falou receba ja ganhou a fama, descobrimos que o empresário dele n dava nada, teve matéria cortada no fantástico. Dps teve um novo empresário q deu tudo +;0;0;0;"Man, I've never followed the rise of someone like Mason Glove so closely. The guy was humble and said, ""receive"" has already gained fame, we found out that his manager didn't give anything, he had material cut in the fantastic. Dps had a new manager who gave everything +";pos;0.9448763899614492;0.055123610038551;positive;0.73;0.15;0.13;POSITIVE;0.9984911680221558;0.0015088319778442383;0.8374083894293943;Positivo
predo 🇭🇺;pedroopintor;2022-09-13 18:55:49+00:00;Luva de pedreiro fez o maior sucesso, não tem o MENOR sentido ele simplesmente largar tudo de mão de uma hora pra outra;0;2;0;Mason's glove was a great success, it doesn't make the slightest sense for him to just drop everything from one hour to the next;neg;0.4497741033628253;0.550225896637172;positive;0.88;0.1;0.02;POSITIVE;0.9362372159957886;0.06376278400421143;0.8346069336220575;Positivo
Sabrina;pequuenosabrina;2022-09-13 16:24:07+00:00;Até hj não sei o que esse luva de pedreiro faz e o que deixou ele famoso, mas algo me diz que não tô perdendo nada 🤷‍♀️;0;1;0;I still don't know what this bricklayer's glove does and what made him famous, but something tells me I'm not missing anything 🤷‍♀️;pos;0.7624570332092795;0.2375429667907216;positive;0.77;0.08;0.15;POSITIVE;0.9988976716995239;0.0011023283004760742;0.8343217680869038;Positivo
Aligeningena 👽;notismarcos;2022-09-13 23:45:02+00:00;Luva de pedreiro fez o que o Diego deveria ter feito em 2019;0;0;0;Mason's glove did what Diego should have done in 2019;pos;0.5243268441721388;0.4756731558278599;positive;0.83;0.05;0.12;POSITIVE;0.9961498975753784;0.003850102424621582;0.8338038056175565;Positivo
g;sexowrld;2022-09-13 22:38:04+00:00;amor eu brochei porque a situação do luva de pedreiro me deixou meio pá;0;17;6;love I broke because the mason's glove situation left me half a shovel;neg;0.2435199139512172;0.7564800860487838;positive;0.93;0.04;0.03;POSITIVE;0.9330043792724609;0.06699562072753906;0.8327898103565914;Positivo
Playssin 🚫;wallacepl7;2022-09-13 23:22:59+00:00;Po e muita Doidera essa trajetória do luva de pedreiro mano !, muita !;0;0;0;Po and a lot of crazy this trajectory of the mason's glove bro!, a lot!;neg;0.2033600949369044;0.7966399050630933;positive;0.94;0.02;0.03;POSITIVE;0.9247952699661255;0.07520473003387451;0.8304215192670222;Positivo
zCrowler;ZCrowler;2022-09-13 21:11:45+00:00;"F Luva de Pedreiro

Espero que ele aproveite bem o dinheiro que conseguiu e curta bastante a vida. Se ele escolheu parar é porque ele, melhor do que ninguém, sabe o que é melhor pra si próprio. E caso ele volte atrás sobre essa decisão, estaremos aqui para apoiar sua volta &lt;3";0;0;0;"F Mason's Glove

I hope he makes good use of the money he got and enjoys life a lot. If he chose to stop it's because he, better than anyone, knows what's best for himself. And in case he goes back on that decision, we'll be here to support his return <3";pos;0.56452359483573;0.4354764051642676;positive;0.81;0.04;0.15;POSITIVE;0.9979787468910217;0.0020212531089782715;0.8286401555168249;Positivo
Cavalera;IgorCavalera22;2022-09-13 21:46:39+00:00;  Descanse em paz guerreiro trabalhador.;0;0;0;Rest in peace hardworking warrior.;neg;0.1637886841324226;0.8362113158675774;positive;0.91;0.02;0.07;POSITIVE;0.9933925271034241;0.006607472896575928;0.827224819762753;Positivo
VSC, felippe ' ★;felippe_92;2022-09-14 00:13:42+00:00;Luva de Pedreiro, é o Didico da internet.. Fez o pé de meia e largou tudo no auge, pra voltar a vida simples .. porém agr com mt dinheiro..;0;0;0;Glove de Pedreiro, is the Didico of the internet.. He made the stocking and dropped everything at the peak, to return to simple life.. but now with a lot of money..;pos;0.9212879858447054;0.0787120141552939;positive;0.79;0.11;0.11;POSITIVE;0.8509250283241272;0.1490749716758728;0.8261625774989942;Positivo
Thiago Jambo;ThiagoJambo;2022-09-13 18:34:30+00:00;  Em nome do pai espírito santo AMÉMMMMMM 🤣;0;3;0;In the name of the father holy spirit AMENMMMMMM 🤣;pos;0.7469828913401337;0.2530171086598656;positive;0.8;0.03;0.17;POSITIVE;0.9169730544090271;0.0830269455909729;0.8258470000225984;Positivo
Guga KKKKKKKKKKKKKKKKKKKKKK;ygugax;2022-09-13 16:54:01+00:00; LOS  Luva de Pedreiro, seja bem vindo! 🥰🧡;0;1;0;LOS Glove of Mason, welcome! 🥰🧡;neg;0.4585052639697651;0.541494736030234;positive;0.83;0.03;0.14;POSITIVE;0.9994257688522339;0.0005742311477661133;0.8253366859534619;Positivo
Amanda Kaminski;AmandaKaminski;2022-09-13 18:52:00+00:00;" Ele fazia gols usando uma luva de pedreiro e ficava gritando GRACAS A DEUS PAI MELHOR DO MUNDO.

E isso lhe rendeu o titulo de ""influenciador"" (?)";0;1;0;"He scored goals wearing a bricklayer's glove and kept shouting THANKS TO GOD THE BEST FATHER IN THE WORLD.

And that earned him the title of ""influencer"" (?)";pos;0.8809044629630031;0.1190955370369955;positive;0.85;0.11;0.04;POSITIVE;0.7262231707572937;0.2737768292427063;0.81905011492537;Positivo
